iter	Logloss
0	0.4629736006
1	0.3441982297
2	0.2749562396
3	0.2303978463
4	0.2001874344
5	0.1792343046
6	0.1634206132
7	0.1498450489
8	0.1371688078
9	0.1276022546
10	0.1188265446
11	0.1118206323
12	0.1065204688
13	0.1012915636
14	0.09629418052
15	0.09266944535
16	0.08957461673
17	0.08652784365
18	0.08403219026
19	0.07993601438
20	0.07678491843
21	0.07461081628
22	0.07201542282
23	0.07027219301
24	0.06863400651
25	0.06661590134
26	0.06468557176
27	0.06228488806
28	0.06123864753
29	0.05958062091
30	0.05804571046
31	0.05689214303
32	0.05502703392
33	0.05328174066
34	0.05140867176
35	0.04956655932
36	0.0480514441
37	0.04688529815
38	0.04555381903
39	0.044957719
40	0.04367985621
41	0.04263072297
42	0.04169429299
43	0.04084068023
44	0.03981838262
45	0.0391048683
46	0.03829006747
47	0.03737285081
48	0.03673508552
49	0.03590362009
50	0.03504549101
51	0.03428379392
52	0.0337146828
53	0.03336633411
54	0.03277121036
55	0.03208450856
56	0.0314696679
57	0.03076101143
58	0.03004597777
59	0.02968048284
60	0.02907228559
61	0.02868434678
62	0.02824947856
63	0.02774122885
64	0.02735135649
65	0.02686308932
66	0.02646442882
67	0.02594519681
68	0.02557276506
69	0.02535819431
70	0.02500522602
71	0.02459513952
72	0.02434516603
73	0.02408210316
74	0.02368454313
75	0.0232554649
76	0.02293033765
77	0.02263072087
78	0.02232596464
79	0.02201228388
80	0.02170425359
81	0.02133141781
82	0.02113137242
83	0.02088863677
84	0.02056957423
85	0.02035018725
86	0.02009438768
87	0.01981456642
88	0.01955343013
89	0.01936051938
90	0.01918168275
91	0.01896565163
92	0.01877467457
93	0.01858581632
94	0.01832203476
95	0.01815439479
96	0.01788866352
97	0.0177155496
98	0.01745183162
99	0.01725555536
100	0.01704823935
101	0.01683121847
102	0.01663777277
103	0.01644244127
104	0.01623099108
105	0.01606013481
106	0.01581283732
107	0.01554953838
108	0.0153819743
109	0.0152373202
110	0.01514292581
111	0.01491686142
112	0.01476487773
113	0.01462248963
114	0.01446660358
115	0.0143330453
116	0.01419970238
117	0.01401269201
118	0.01390634056
119	0.0137869998
120	0.01375394193
121	0.01361377269
122	0.01350135122
123	0.01340343643
124	0.01332653448
125	0.01317870654
126	0.0130827122
127	0.01295139259
128	0.01286488844
129	0.01277462898
130	0.01265180398
131	0.01253685638
132	0.01244731764
133	0.01232724786
134	0.01225025971
135	0.01215755966
136	0.01204705395
137	0.01190960628
138	0.0118337906
139	0.0116953525
140	0.01160930505
141	0.01150022524
142	0.01143165383
143	0.01136010559
144	0.01127564694
145	0.01117284476
146	0.01103433081
147	0.01093221975
148	0.01083097211
149	0.01076491118
150	0.0106854596
151	0.01060820462
152	0.01053392914
153	0.0104420179
154	0.01039050863
155	0.01030280037
156	0.01028197241
157	0.01022172973
158	0.01007170285
159	0.009974825916
160	0.009885591867
161	0.009819794908
162	0.009743067882
163	0.009678616585
164	0.009620911328
165	0.009573723251
166	0.009504061125
167	0.009454367137
168	0.009381922576
169	0.00931271978
170	0.009254750273
171	0.009184754647
172	0.009112063131
173	0.009046843294
174	0.0090043522
175	0.008913473256
176	0.008857901016
177	0.008814818207
178	0.008779685362
179	0.00872189388
180	0.008674813223
181	0.008583846769
182	0.008522193989
183	0.008456290287
184	0.00839585117
185	0.008337231236
186	0.008266959131
187	0.008202071855
188	0.008138351674
189	0.008078512962
190	0.008032460868
191	0.007997146588
192	0.007931351276
193	0.007895309047
194	0.007895299993
195	0.007847602711
196	0.007847595593
197	0.007809056256
198	0.00774816123
199	0.007692744846
200	0.007655371066
201	0.007613877996
202	0.007613854848
203	0.007562958738
204	0.007520447493
205	0.00746992453
206	0.007434334245
207	0.007409769824
208	0.007365323819
209	0.007333712572
210	0.007296648253
211	0.007257779063
212	0.007207463169
213	0.007157482863
214	0.007114208018
215	0.00708033158
216	0.007044451328
217	0.006990594388
218	0.006990567713
219	0.006960118221
220	0.006924220419
221	0.006885746267
222	0.006845173745
223	0.006845114517
224	0.006844966461
225	0.006830159721
226	0.006792475662
227	0.006746469441
228	0.006722551905
229	0.006694568777
230	0.006658359682
231	0.006608330968
232	0.006608077706
233	0.006583489224
234	0.006544541983
235	0.006505276876
236	0.006478135906
237	0.006478072018
238	0.006478039497
239	0.006477987636
240	0.006477960684
241	0.006443759014
242	0.00644372688
243	0.006443685265
244	0.006443649679
245	0.006443563383
246	0.006443540229
247	0.006429987792
248	0.006404677268
249	0.006370535502
